id,label,count,type
224925,Impaired Skin Odor #4,43520,Checkbox
227130,Trach Care,43499,Checkbox
224715,SBT Started,43374,Text
225091,Unable to assess activity / mobility,43163,Checkbox
228596,Incision #3- Dressing Status,43025,Text
224328,PCA dose,42987,Numeric
225133,Discharge needs,42963,Checkbox
224329,PCA lockout (min),42851,Numeric
224330,PCA 1 hour limit,42766,Numeric
227681,Less Restrictive Measures_V1,42353,Text
224119,22 Gauge Site Appear,42297,Text
224946,Impaired Skin Type #4,42163,Text
229347,Impaired Mobility  NCP - Interventions,42101,Text
225129,Unable to assess teaching / learning needs,41858,Checkbox
227111,PCA  dose units,41574,Text
227634,Arctic Sun/Alsius Temp #2 C,41562,Numeric
220734,PH (dipstick),40988,Numeric
227113,PCA 1 hour limit units,40391,Text
227662,Patient/Family Informed_V2,40322,Text
227667,Reason for Immobilizer,40177,Text
228336,CAM-ICU Inattention,40094,Text
224979,Tunneling Present #2,40047,Text
224423,CT #2 Crepitus,40018,Text
228309,GI #2 Tube Place Check,40003,Text
227471,Specific Gravity (urine),39970,Numeric with tag
227664,Immobilizer Device,39941,Text
224172,MDI #2 Puff,39119,Numeric
227666,Immobilizer Location,39051,Text
225086,Unable to assess cognitive / perceptual,38910,Checkbox
229088,Altered Mental Status  NCP - Plan revised,38539,Text
227287,O2 Flow (additional cannula),38423,Numeric
229098,Impaired Fluid Balance NCP - Plan revised,38277,Text
225090,Interpreter,38237,Text
225237,16 Gauge Site Appear,37653,Text
224422,Spont RR,37463,Numeric
224421,Spont Vt,37453,Numeric
224965,Pressure Ulcer Stage #2,37364,Text
225813,Baseline pain level,36619,Text
228499,Impaired Skin #4- Location,36496,Text
227665,Immobilizer Evaluated,36343,Text
224911,Impaired Skin Drainage Amount #4,36142,Text
229386,Cerebellar - Finger -> Nose,35498,Text
225019,Incision Drainage Amount #3,35428,Text
227782,Impaired Skin  - Dressing Status #3,35387,Text
223810,Paroxysmal Sweats,35252,Text
223806,Tremor (CIWA),35237,Text
223805,Nausea and Vomiting (CIWA),35210,Text
223811,Anxiety,35121,Text
223817,Agitation,35109,Text
225175,See chart for initial patient assessment,34903,Checkbox
223820,Headache,34718,Text
223818,Tactile Disturbances,34715,Text
223814,Auditory Disturbance,34713,Text
223819,Visual Disturbances,34688,Text
224917,Impaired Skin Length #3,34550,Numeric
224986,Undermining Present #2,34481,Text
223821,Orient/Clouding Sensory,34256,Text
224390,Temporary Atrial Sens,34124,Text
229536,Dialysis Catheter Type,34117,Text
224663,PCA attempt,34098,Numeric
224834,Temporary Ventricular Sens,34094,Text
224332,PCA inject,34087,Numeric
225674,Mixed Venous O2% Sat,34044,Numeric
224563,Impaired Skin Depth #1,33854,Numeric
224961,Impaired Skin Wound Base #5,33794,Text
229097,Discharge NCP - Problem resolved,33736,Text
226707,Height,33707,Numeric
226730,Height (cm),33707,Numeric
229110,Safety Restraints NCP - Plan revised,33687,Text
223824,Seizure,33535,Text
224952,Impaired Skin Width #3,33466,Numeric
223823,Insomnia,33416,Text
225105,Unable to assess habits,33359,Checkbox
224796,Ostomy,33125,Text
223836,Airway Type,33002,Text
229145,Metabolic disturbance NCP - Interventions,32579,Text
226480,Ectopy Frequency 2,32571,Text
228854,Impaired Skin #2- Type,32550,Text
229129,Altered Sensory Perception NCP - Problem resolved,32524,Text
228601,Impaired Skin #2- Dressing Status,32391,Text
224933,Impaired Skin Site #5,32304,Text
225112,Unable to assess pain,32253,Checkbox
228531,Impaired Skin #3- Treatment,32048,Text
224975,Surrounding Tissue #5,32014,Text
224835,Temporary Ventricular Capture,32001,Text
224309,Assisted Systole,31709,Numeric
224995,Incision Appearance #4,31688,Text
224310,Augmented Diastole,31675,Numeric
224866,Temporary Atrial Capture,31666,Text
224311,BAEDP,31614,Numeric
224322,IABP Mean,31605,Numeric
224890,Impaired Skin Cleanse #4,31459,Text
226130,ICP Line Site Appear,31422,Text
225006,Incision Closure #4,31337,Text
227627,Arctic Sun/Alsius Set Temp,31326,Numeric
224652,Unassisted Systole,31173,Numeric
224654,PAEDP,31130,Numeric
227628,Arctic Sun Water Temp,30923,Numeric
228753,Pressure ulcer #1- Drainage,30684,Text
224101,Chest PT R/L,30555,Text
224940,Impaired Skin Treatment #5,30187,Text
229133,Elimination NCP - Expected outcomes,30105,Text
224998,Incision Cleansing #2,30090,Text
229344,Impaired Mobility NCP - Expected outcomes,30016,Text
224044,Incision Packing #1,29882,Text
227363,ICP Line Dressing Occlusive,29815,Checkbox
226129,ICP Line placed in outside facility,29812,Checkbox
226536,Chloride (whole blood),29779,Numeric
228734,Pressure ulcer #2- Wound Base,29698,Text
226133,ICP Line Waveform Appear,29674,Text
227980,Intra Aortic Balloon Pump Setting,29642,Text
228578,Impaired Skin #3- Type,29264,Text
229681,Indwelling Urinary Catheter Care,29156,Checkbox
224013,Stool Guaiac,29125,Text
228507,Pressure Ulcer #2- Location,28789,Text
220063,Pulmonary Artery Pressure Alarm - High,28214,Numeric
229319,Activity / Mobility (JH-HLM),28165,Text
220066,Pulmonary Artery Pressure Alarm - Low,28116,Numeric
228550,Pressure Ulcer #2- Type,28011,Text
224665,PCA total dose,27979,Numeric
228744,Pressure ulcer #2- Surrounding tissue,27663,Text
224905,Impaired Skin Drainage #5,27623,Text
227241,PAP Alarm Source,27568,Text
224413,TOF Response,27451,Text
225355,PA Catheter Site Appear,27059,Text
224379,PCA cleared,27041,Text
223828,Slurred Speech,26702,Text
223825,Sustained Nystagmus,26691,Text
223958,Temporary Venticular Sens Threshold mV,26669,Numeric
223802,Nerve Stimulated,26588,Text
224753,Temporary Atrial Sens Setting mV,26512,Numeric
228814,Pressure ulcer #2- Stage,26506,Text
223829,Drowsiness,26498,Text
224926,Impaired Skin Odor #5,26492,Checkbox
223972,Angio Appearance # 2,26404,Text
228419,Compression device # 1,26326,Text
224947,Impaired Skin Type #5,26269,Text
224717,SBT Successfully Completed,26242,Text
228562,Incision #4- Location,26156,Text
229327,Activity Intolerance  NCP - Expected outcomes,26133,Text
225357,PA Catheter Waveform Appear,26079,Text
227351,PA Catheter Dressing Occlusive,26074,Checkbox
224755,Temporary Atrial Stim Setting mA,26021,Numeric
224980,Tunneling Present #3,25873,Text
225048,Knee Location - Immobilizer,25870,Text
223971,Angio Site # 2,25849,Text
224331,PCA basal rate (mL/hour),25729,Numeric
223960,Temporary Venticular Stim Threshold mA,25280,Numeric
224662,Current Used/mA,25176,Numeric
223827,Ataxia,25060,Text
224966,Pressure Ulcer Stage #3,25025,Text
228971,Nutrition NCP - Body needs,25011,Text
225280,Called Out,24820,Checkbox
223973,Angio Dressing # 2,24578,Text
228318,Shivering Assessment,24379,Text
228518,Impaired Skin #1- Cleanse,24268,Text
229699,CPOT-Facial Expression (CPOTa),23982,Text
226114,PA Catheter placed in outside facility,23856,Checkbox
229697,CPOT-Body Movements (CPOTa),23838,Text
220088,Cardiac Output (thermodilution),23754,Numeric
229694,CPOT-Vocalization (CPOTa),23692,Text
224752,Temporary Atrial Sens Threshold mV,23659,Numeric
229105,Nutrition  NCP - Problem resolved,23641,Text
229692,CPOT-Muscle Tension (CPOTa),23592,Text
229152,Palliative Care NCP - Interventions,23535,Text
227117,PCA total dose units,23433,Text
229092,Altered Skin Integrity NCP - Plan revised,23388,Text
224439,Chest Tube Site #3,23375,Text
227757,PA Catheter Placement Confirmed by X-ray,23249,Text
224912,Impaired Skin Drainage Amount #5,23186,Text
224797,Ostomy Appearance,22443,Text
225684,Serum Osmolality,22424,Numeric
224987,Undermining Present #3,22326,Text
227783,Impaired Skin - Dressing Status  #4,22306,Text
224754,Temporary Atrial Stim Threshold mA,22121,Numeric
229360,Absolute Count - Eos,21767,Numeric
229357,Absolute Count - Neuts,21760,Numeric
229358,Absolute Count - Lymphs,21755,Numeric
229359,Absolute Count - Monos,21754,Numeric
229361,Absolute Count - Basos,21754,Numeric
224837,Temporary Ventricular Sens Setting mV,21605,Numeric
224838,Temporary Ventricular Stim Setting mA,21303,Numeric
224918,Impaired Skin Length #4,20950,Numeric
223938,Ulnar Pulse R,20949,Text
224962,Impaired Skin Wound Base #6,20852,Text
223801,NMB Medication,20821,Text
228500,Impaired Skin #5- Location,20571,Text
228610,Pressure Ulcer #1- Depth,20525,Numeric
224953,Impaired Skin Width #4,20438,Numeric
223759,Precautions: Standard +,20233,Text
228763,Pressure ulcer #1- Drainage amount,20228,Text
224934,Impaired Skin Site #6,20008,Text
228574,Incision #4- Treatment,19971,Text
229094,Coping/Knowledge Deficit  NCP - Plan revised,19922,Text
228724,Pressure ulcer #2- Length,19918,Numeric
225988,IABP Position on leg,19855,Text
224941,Impaired Skin Treatment #6,19842,Text
228621,Pressure Ulcer #2- Width,19752,Numeric
225015,Incision Drainage #4,19717,Text
225379,Indwelling Port (PortaCath) Site Appear,19716,Text
229686,Warming Device,19710,Text
224891,Impaired Skin Cleanse #5,19424,Text
227809,ETT Position Change,19393,Checkbox
224895,Impaired Skin Depth #2,19367,Numeric
227119,Epidural Location,19256,Text
223760,Health Care Proxy,19255,Text
227543,CO (Arterial),19215,Numeric
223847,Passey Muir Valve in use,19196,Text
224366,Epidural Infusion Rate (mL/hr),19152,Numeric
227360,Indwelling Port (PortaCath) Dressing Occlusive,19120,Checkbox
224368,Epidural Medication,19014,Text
225230,20 Gauge Reason Discontinued,19008,Text
225082,Pregnant,18746,Checkbox
224976,Surrounding Tissue #6,18635,Text
227474,Incision Site #3,18478,Text
224661,Baseline Current/mA,18391,Numeric
227125,Indwelling (PortaCath) Port Type,18386,Text
228540,Pressure Ulcer #2- Treatment,18361,Text
225347,Midline Site Appear,18266,Text
225085,Post menopausal,18213,Checkbox
225638,Differential-Bands,18195,Numeric
223949,Ulnar Pulse L,18107,Text
229371,Bladder Scan Estimate,17926,Numeric
223800,Epidural Appearance,17796,Text
229243,Neuro Mon Line Type,17744,Text
228532,Impaired Skin #4- Treatment,17736,Text
227455,Vancomycin (Trough),17694,Numeric with tag
224833,SBT Deferred,17665,Text
225029,Dressing Status #3,17552,Text
225024,Incision Dressing #3,17519,Text
224906,Impaired Skin Drainage #6,17387,Text
229649,Stroke NCP - Type,17387,Text
225672,Lipase,17377,Numeric
224810,CT #3 Suction Type,17088,Text
229650,Stroke NCP - Water Swallow,17030,Text
227546,SVV (Arterial),17022,Numeric
225637,Differential-Atyps,16977,Numeric
224436,CT #3 Suction Amount,16971,Text
228310,GI #2 Tube Place Method,16959,Text
229143,Metabolic disturbance NCP - Expected outcomes,16957,Text
227676,Reason for Restraints (Non-Violent),16918,Text
225225,CCO PAC Site Appear,16829,Text
228855,Impaired Skin #3- Type,16771,Text
229646,Stroke NCP - Plan revised,16715,Text
228137,CHG Bath,16586,Checkbox
229648,Stroke NCP - Problem resolved,16565,Text
225227,CCO PAC Waveform Appear,16394,Text
227352,CCO PAC Dressing Occlusive,16367,Checkbox
228773,Pressure ulcer #1- Odor,16318,Checkbox
228565,Incision #1- Cleanse,16262,Text
228834,Pressure ulcer #2- Tunneling present,16252,Text
228579,Impaired Skin #4- Type,16233,Text
228866,Plateau Pressure (IABP),16190,Numeric
224948,Impaired Skin Type #6,16169,Text
224414,TOF Twitch,16150,Text
228602,Impaired Skin #3- Dressing Status,16111,Text
226112,Midline placed in outside facility,15947,Checkbox
227454,Vancomycin (Random),15573,Numeric with tag
227538,ART Blood Pressure Alarm - Low,15345,Numeric
226185,ICU Consent Signed,15340,Checkbox
227537,ART Blood Pressure Alarm - High,15318,Numeric
227539,ART Blood Pressure Alarm Source,15316,Text
224927,Impaired Skin Odor #6,15209,Checkbox
227801,Stool Guaiac QC,15185,Checkbox
224066,Position Change,15171,Text
224445,GI #2 Tube Drainage,15148,Text
224981,Tunneling Present #4,15010,Text
227784,Impaired Skin  - Dressing Status #5,14994,Text
229387,Cerebellar - Heel -> Shin,14988,Text
228413,Seizure Activity,14966,Text
227671,Non-Violent Restraints,14961,Text
227751,CCO PAC Placement Confirmed by X-ray,14887,Text
228597,Incision #4- Dressing Status,14880,Text
224114,PT Splint Location #1,14806,Text
227120,Motor Deficit,14786,Text
228844,Pressure ulcer #2- Undermining present,14760,Text
228303,CAM-ICU Disorganized thinking,14687,Text
227678,Restraint Device (Non-Violent),14515,Text
224967,Pressure Ulcer Stage #4,14475,Text
226108,CCO PAC placed in outside facility,14414,Checkbox
224432,CT #3 Dressing,14410,Text
229301,GI #2 Tube Mark (CM),14239,Numeric
220581,Amylase,14193,Numeric
228153,Dual Signal Screen,14167,Text
224430,CT #3 Drainage,14156,Text
225737,Arterial Line Discontinued,14147,Text
223768,Intra Cranial Pressure Alarm - Low,14100,Numeric
229141,Substance withdrawal NCP - Problem resolved,14076,Text
229356,Differential - Immature Granulocytes,13993,Numeric
223767,Intra Cranial Pressure Alarm - High,13977,Numeric
228735,Pressure ulcer #3- Wound Base,13960,Text
224913,Impaired Skin Drainage Amount #6,13940,Text
228714,Bladder scanned,13940,Text
229128,Altered Sensory Perception NCP - Plan revised,13940,Text
224996,Incision Appearance #5,13896,Text
225020,Incision Drainage Amount #4,13844,Text
224434,CT #3 Fluctuate,13684,Text
224988,Undermining Present #4,13643,Text
227680,Restraint Location_V2,13635,Text
227805,SvO2 SQI,13634,Text
224779,CT #3 Leak,13623,Text
225007,Incision Closure #5,13590,Text
227439,Indwelling Port (PortaCath) placed in outside facility,13558,Checkbox
223940,Femoral Pulse R,13552,Text
228508,Pressure Ulcer #3- Location,13444,Text
224963,Impaired Skin Wound Base #7,13305,Text
228783,Pressure ulcer #1- Cleanse,13262,Text
229685,Vaulables Checklist,13188,Checkbox
228551,Pressure Ulcer #3- Type,13176,Text
227547,SV (Arterial),13094,Numeric
225949,NIV Mask,12865,Text
225180,PT Splint Status #1,12836,Text
224919,Impaired Skin Length #5,12796,Numeric
224935,Impaired Skin Site #7,12794,Text
224942,Impaired Skin Treatment #7,12786,Text
228745,Pressure ulcer #3- Surrounding tissue,12775,Text
227810,ETT Re-taped,12770,Checkbox
224892,Impaired Skin Cleanse #6,12622,Text
224428,CT #3 Crepitus,12599,Text
229122,Elimination NCP - Problem resolved,12529,Text
229096,Discharge NCP - Plan revised,12491,Text
224954,Impaired Skin Width #5,12467,Numeric
228229,PAR-Activity,12425,Text
228234,PAR-Respiration,12413,Text
228231,PAR-Consciousness,12401,Text
228230,PAR-Circulation,12367,Text
225233,18 Gauge Reason Discontinued,12361,Text
228815,Pressure ulcer #3- Stage,12325,Text
228232,PAR-Oxygen saturation,12182,Text
223939,Brachial Pulse R,12171,Text
224977,Surrounding Tissue #7,12130,Text
224090,Knee Immobilizer Status,12052,Text
228519,Impaired Skin #2- Cleanse,12023,Text
227418,Midline Dressing Occlusive,11903,Checkbox
228804,Pressure ulcer #2- Dressing status,11878,Text
223944,Brachial Pulse L,11686,Text
229656,Stroke NCP - Water Swallow Deferred,11665,Text
226889,Legal Guardian,11660,Checkbox
225628,CK-MB fraction (%),11570,Numeric
227755,Midline Placement Confirmed by X-ray,11499,Text
228563,Incision #5- Location,11389,Text
227578,BiPap Mask,11315,Text
224844,Permanent Pacemaker Mode,11302,Text
224803,AV Fistula L Bruit,11299,Text
225043,Incision Packing #2,11174,Text
224804,AV Fistula L Thrill,11072,Text
225358,PA Catheter Zero/Calibrate,11055,Checkbox
224999,Incision Cleansing #3,11051,Text
224907,Impaired Skin Drainage #7,10913,Text
225693,Triglyceride,10899,Numeric
225192,Collar Care,10885,Checkbox
229303,Speed (RPM) (HeartWare),10807,Numeric
223945,Femoral Pulse L,10806,Text
227669,Side Rails (Restraint),10762,Text
229304,Flow (L/min) (HeartWare),10752,Numeric
229305,Power (Watts) (HeartWare),10739,Numeric
227577,BiPap Mode,10648,Text
227579,BiPap EPAP,10605,Numeric
224949,Impaired Skin Type #7,10309,Text
228501,Impaired Skin #6- Location,10126,Text
227580,BiPap IPAP,10118,Numeric
223942,Graft/Flap Pulse,10106,Text
224791,GI #3 Tube Type,10005,Text
224896,Impaired Skin Depth #3,10002,Numeric
228368,Cardiac Index (CI NICOM),9920,Numeric
226134,ICP Line Zero/Calibrate,9913,Checkbox
224442,GI #3 Intub Site,9897,Text
227582,BiPap O2 Flow,9874,Numeric
224792,GI #3 Tube Status,9873,Text
229268,Circuit Configuration (ECMO),9827,Text
225651,Direct Bilirubin,9814,Numeric
224006,Emesis Appearance,9802,Text
224928,Impaired Skin Odor #7,9682,Checkbox
227785,Impaired Skin  - Dressing Status #6,9669,Text
220507,Activated Clotting Time,9654,Numeric
229316,TOF Twitch,9627,Text
228566,Incision #2- Cleanse,9550,Text
228533,Impaired Skin #5- Treatment,9548,Text
224968,Pressure Ulcer Stage #5,9545,Text
227682,Restraints Evaluated_V2,9439,Text
229277,Speed (ECMO),9409,Numeric
223941,Popliteal Pulse R,9394,Text
229272,Flow Alarm (Lo) (ECMO),9392,Numeric
229270,Flow (ECMO),9390,Numeric
229271,Flow Alarm (Hi) (ECMO),9389,Numeric
225722,Arterial Line Tip Cultured,9365,Checkbox
229278,Sweep (ECMO),9354,Text
224914,Impaired Skin Drainage Amount #7,9250,Text
229276,Suction events (ECMO),9248,Text
228754,Pressure ulcer #2- Drainage,9200,Text
225958,Heparin Concentration (units/mL),9163,Text
229280,FiO2 (ECMO),9140,Numeric
229324,CAM-ICU Disorganized thinking,9081,Text
229350,Impaired Mobility NCP - Plan revised,9075,Text
229659,% Minute Volume,9065,Numeric
224982,Tunneling Present #5,9052,Text
227591,Neuro Drain Landmark,9045,Text
228856,Impaired Skin #4- Type,9037,Text
228375,Stroke Volume Index (SVI NICOM),9034,Numeric
228725,Pressure ulcer #3- Length,8993,Numeric
228603,Impaired Skin #4- Dressing Status,8967,Text
228622,Pressure Ulcer #3- Width,8848,Numeric
228575,Incision #5- Treatment,8835,Text
228154,Flow Rate (Impella),8817,Numeric
229307,Low Flow Alarm (HeartWare),8785,Numeric
227965,Restraint Device (Violent),8779,Text
229308,High Power Alarm (HeartWare),8768,Numeric
223946,Popliteal Pulse L,8762,Text
228156,Performance Level,8737,Text
228159,Purge Solution Flow Rate,8723,Numeric
228158,Purge Pressure,8719,Numeric
228580,Impaired Skin #5- Type,8712,Text
229266,Cannula sites visually inspected (ECMO),8690,Text
228152,Aortic Pressure Signal - Systolic,8684,Numeric
229274,Oxygenator visible (ECMO),8684,Text
228151,Aortic Pressure Signal - Diastolic,8678,Numeric
227585,GI Guaiac,8569,Text
224989,Undermining Present #5,8527,Text
228541,Pressure Ulcer #3- Treatment,8508,Text
229311,Motor Current (mA) High,8500,Numeric
229312,Motor Current (mA) Low,8495,Numeric
224936,Impaired Skin Site #8,8440,Text
228369,Cardiac Output (CO NICOM),8426,Numeric
228157,Placement Monitoring Screen,8394,Text
224418,Cuff Volume (mL),8373,Numeric
227728,AVA Line Site Appear,8331,Text
224893,Impaired Skin Cleanse #7,8309,Text
225767,Sheath Site Appear,8278,Text
229306,HCT (HeartWare),8181,Numeric
225339,IABP Site Appear,8160,Text
224375,Cont Neb - Med,8158,Text
227674,Face to Face Eval (Non-Violent),8119,Text
227982,Neuro Drain #2 Status,8084,Text
228444,BIS Index Range,8031,Numeric
225016,Incision Drainage #5,8030,Text
223763,Bladder Pressure,8008,Numeric
225217,Trauma Line Site Appear,8008,Text
229349,Impaired Mobility NCP - Problem resolved,7958,Text
224920,Impaired Skin Length #6,7951,Numeric
224955,Impaired Skin Width #6,7859,Numeric
223797,Sensory Level,7858,Text
225729,Multi Lumen Line Tip Cultured,7853,Checkbox
227461,Phenytoin (Dilantin),7839,Numeric with tag
229003,Self harm NCP - Interventions,7800,Text
228442,BIS - EMG,7775,Text
228374,Stroke Volume (SV NICOM),7742,Numeric
224943,Impaired Skin Treatment #8,7723,Text
229104,Nutrition  NCP - Plan revised,7622,Text
227723,AVA Dressing Occlusive,7595,Checkbox
227673,Non-Violent Restraints Ordered,7586,Text
228443,BIS - SQI,7529,Text
224964,Impaired Skin Wound Base #8,7484,Text
229275,Pump plugged into RED outlet (ECMO),7471,Text
229269,Circuit inspected for clot (ECMO),7444,Text
227964,Reason for Restraint (Violent),7423,Text
225982,IABP Balloon Waveform,7416,Text
226110,IABP placed in outside facility,7385,Checkbox
227583,Autoset/CPAP,7380,Text
225331,Tunneled (Hickman) Site Appear,7374,Text
224978,Surrounding Tissue #8,7364,Text
227133,Small Volume Neb Drug #2,7355,Text
227131,Cont. Neb Med Dose,7336,Text
225986,IABP Arterial Waveform Source,7334,Text
225985,IABP Helium Tubing,7307,Text
229267,Emergency Equipment at bedside (ECMO),7295,Text
225341,IABP Art. Waveform Appear,7288,Text
228376,Stroke Volume Variation (SVV NICOM),7255,Numeric
228835,Pressure ulcer #3- Tunneling present,7250,Text
226846,Feeding Weight,7223,Numeric
225979,IABP Size,7219,Text
227353,Trauma Line Dressing Occlusive,7198,Checkbox
225981,IABP Alarms Activated,7183,Checkbox
225987,IABP Power Source,7148,Text
226117,Sheath placed in outside facility,7116,Checkbox
229363,P1 (ECMO),7088,Numeric
229364,P2 (ECMO),7087,Numeric
229365,P1 - P2 (ECMO),7077,Numeric
228233,PAR-Remain sedated,7071,Checkbox
225342,IABP Zero/Calibrate,7068,Checkbox
225980,IABP Volume,6998,Numeric
226119,Trauma Line placed in outside facility,6995,Checkbox
225984,IABP Trigger,6980,Text
227727,AVA Line placed in outside facility,6962,Checkbox
229150,Palliative Care NCP - Expected outcomes,6957,Text
227516,PO2 (Mixed Venous),6932,Numeric
228736,Pressure ulcer #4- Wound Base,6919,Text
227732,AVA Line Placement Confirmed by X-ray,6856,Text
224897,Impaired Skin Depth #4,6850,Numeric
223954,Pericardial Drain Site,6806,Text
228611,Pressure Ulcer #2- Depth,6797,Numeric
227981,Neuro Drain #2 Type,6743,Text
227127,Indwelling (PortaCath) Port #1,6716,Text
223952,Pericardial Drain Status,6705,Text
229273,Flow Sensor repositioned (ECMO),6674,Text
228552,Pressure Ulcer #4- Type,6604,Text
225228,CCO PAC Zero/Calibrate,6602,Checkbox
228509,Pressure Ulcer #4- Location,6597,Text
224983,Tunneling Present #6,6590,Text
228598,Incision #5- Dressing Status,6587,Text
224845,Permanent Pacemaker Rate,6579,Numeric
228845,Pressure ulcer #3- Undermining present,6544,Text
229032,HEENT,6544,Text
224746,Transpulmonary Pressure (Exp. Hold),6539,Numeric
227359,Tunneled (Hickman) Dressing Occlusive,6526,Checkbox
228709,Respiratory,6496,Text
224997,Incision Appearance #6,6495,Text
224950,Impaired Skin Type #8,6476,Text
228520,Impaired Skin #3- Cleanse,6472,Text
224908,Impaired Skin Drainage #8,6468,Text
224747,Transpulmonary Pressure (Insp. Hold),6442,Numeric
227475,Incision Site #4,6408,Text
229679,Type of Catheter (Impella),6390,Text
227754,IABP Placement Confirmed by X-ray,6372,Text
225003,Incision Closure #6,6368,Text
224025,Spiritual Support,6366,Text
224410,PCA bolus,6348,Numeric
229148,Metabolic disturbance NCP - Problem resolved,6308,Text
224969,Pressure Ulcer Stage #6,6278,Text
223953,Pericardial Drain Drainage,6269,Text
228311,GI #3 Tube Place Check,6255,Text
228300,CAM-ICU MS change,6243,Text
224443,GI #2 Tube Place Check,6237,Text
228296,PCA concentrations,6205,Text
225025,Incision Dressing #4,6181,Text
228746,Pressure ulcer #4- Surrounding tissue,6055,Text
227762,Trauma Line Placement Confirmed by X-ray,6053,Text
225030,Dressing Status #4,6019,Text
228816,Pressure ulcer #4- Stage,6011,Text
225744,Multi Lumen Line Discontinued,6003,Text
228343,OCAT - Lips Tongue Gums Palate,5983,Text
223771,PCWP,5972,Numeric
228346,OCAT - Teeth,5964,Text
224990,Undermining Present #6,5949,Text
228344,"OCAT - Saliva secretions, Voice quality",5937,Text
228345,OCAT - Swallow,5923,Text
227717,Cerebral Perfusion Pressure Alarm - Low,5858,Numeric
229309,Backup Controller (HeartWare),5813,Text
227626,Seizure Pads,5800,Text
226473,Blood Transfusion Consent,5752,Checkbox
224113,Traction/Immobile Location #1,5747,Text
227187,Pinsp (Draeger only),5747,Numeric
228764,Pressure ulcer #2- Drainage amount,5731,Text
227786,Impaired Skin  - Dressing Status #7,5713,Text
227962,Restraints (Violent),5712,Text
227463,Cortisol,5704,Numeric with tag
227716,Cerebral Perfusion Pressure Alarm - High,5673,Numeric
225021,Incision Drainage Amount #5,5661,Text
227356,Sheath Line Dressing Occlusive,5650,Checkbox
228564,Incision #6- Location,5608,Text
223963,Temporary Pacemaker Wires Ground,5598,Numeric
229636,Test Performed (AM-PAC),5506,Text
228420,Compression device # 2,5450,Text
224929,Impaired Skin Odor #8,5434,Checkbox
228502,Impaired Skin #7- Location,5411,Text
229330,Activity Intolerance  NCP - Interventions,5391,Text
227355,IABP Dressing Occlusive,5366,Checkbox
226121,Tunneled (Hickman) placed in outside facility,5361,Checkbox
228194,Peripheral Pulses (Tandem Heart),5311,Text
229140,Substance withdrawal NCP - Plan revised,5306,Text
228567,Incision #3- Cleanse,5304,Text
227462,FK506,5299,Numeric with tag
229638,Discharge Recommendations (AM-PAC),5298,Text
224915,Impaired Skin Drainage Amount #8,5284,Text
228805,Pressure ulcer #3- Dressing status,5227,Text
224062,Less Restrictive Measures (Acute Med/Surgical),5220,Text
228534,Impaired Skin #6- Treatment,5208,Text
227365,14 Gauge Dressing Occlusive,5198,Checkbox
227771,Traction/Immobile #1,5190,Text
224894,Impaired Skin Cleanse #8,5189,Text
228177,CI (PiCCO),5150,Numeric
226135,14 Gauge placed in outside facility,5110,Checkbox
224069,Side Rails_V1,5086,Text
228702,Lines/Tubes,5071,Text
224121,22 Gauge Reason Discontinued,5032,Text
227730,AVA Waveform Appearance,5031,Text
228874,HM II- Speed (RPM),4960,Numeric
224921,Impaired Skin Length #7,4943,Numeric
228875,HM II- PI,4940,Numeric
228876,HM II- Power,4937,Numeric
224956,Impaired Skin Width #7,4933,Numeric
225695,Uric Acid,4918,Numeric
227983,Neuro Drain #2 Drainage,4896,Text
229633,Basic Mobility (AM-PAC),4893,Text
224716,SBT Stopped,4888,Text
224800,AV Fistula R Bruit,4888,Text
226499,Hemodialysis Output,4854,Numeric
228857,Impaired Skin #5- Type,4845,Text
228699,Cardiovascular,4810,Text
224801,AV Fistula R Thrill,4782,Text
228581,Impaired Skin #6- Type,4772,Text
227963,Restraints Ordered (Violent),4768,Text
228873,HM II- Flow,4733,Numeric
224702,PCV Level,4705,Numeric
227567,Airway Location,4686,Text
228774,Pressure ulcer #2- Odor,4680,Checkbox
227986,Neuro Drain #2 Landmark,4670,Text
229641,Stroke NCP - Consults,4668,Text
225770,Sheath Waveform Appear,4571,Text
228604,Impaired Skin #5- Dressing Status,4543,Text
220603,Cholesterol,4526,Numeric
229027,Constitutional,4456,Text
228726,Pressure ulcer #4- Length,4441,Numeric
228623,Pressure Ulcer #4- Width,4409,Numeric
227606,Impaired Skin Site #9,4397,Text
227629,Shivering,4396,Text
228542,Pressure Ulcer #4- Treatment,4353,Text
228576,Incision #6- Treatment,4341,Text
227984,Neuro Drain #2 Level,4333,Text
229742,Activity / Mobility (RN Daily Mobility Goal),4328,Text
225000,Incision Cleansing #4,4326,Text
220624,HDL,4321,Numeric
224984,Tunneling Present #7,4291,Text
227966,Face to Face Eval (Violent),4271,Text
225772,Sheath Size,4255,Text
224064,Restraint Location_V1,4199,Text
224970,Pressure Ulcer Stage #7,4192,Text
228687,Code Status.,4191,Text
228755,Pressure ulcer #3- Drainage,4190,Text
223966,Transcutaneous Pacer Placement,4184,Text
225236,16 Gauge Reason Discontinued,4124,Text
224898,Impaired Skin Depth #5,4117,Numeric
225671,LDL calculated,4113,Numeric
223925,Seizure Duration,4090,Text
227686,Central Venous O2% Sat,4083,Numeric
227616,Impaired Skin Wound Base #9,4075,Text
228335,CAM-ICU Disorganized thinking,4055,Text
228700,DVT Prophy,4054,Text
